0, 1682519332318, 0, 0, 780, 0, 730, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
1, 1682519332318, 0, 0, 570, 0, 1188, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
2, 1682519332318, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
3, 1682519332318, 0, 0, 1293, 0, 685, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
0, 1682519332329, 0, 0, 780, 0, 730, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
1, 1682519332329, 0, 0, 570, 0, 1188, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
2, 1682519332329, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
3, 1682519332329, 0, 0, 1293, 0, 685, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
0, 1682519332340, 0, 0, 780, 0, 730, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
1, 1682519332340, 0, 0, 570, 0, 1188, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
2, 1682519332340, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
3, 1682519332340, 0, 0, 1293, 0, 685, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
0, 1682519332353, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 0, 0, 9, 1,0, 0
1, 1682519332353, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 0, 0, 9, 1,0, 0
2, 1682519332353, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 0, 0, 0, 0, 9, 1,0, 0
3, 1682519332353, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 0, 0, 9, 1,0, 0
0, 1682519332364, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
1, 1682519332364, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
2, 1682519332364, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
3, 1682519332364, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
0, 1682519332375, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
1, 1682519332375, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
2, 1682519332375, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
3, 1682519332375, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
0, 1682519332386, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
1, 1682519332386, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
2, 1682519332386, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
3, 1682519332386, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
0, 1682519332397, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
1, 1682519332397, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
2, 1682519332397, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
3, 1682519332397, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
0, 1682519332408, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
1, 1682519332408, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
2, 1682519332408, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 0, 0, 0, 0, 10, 1,0, 0
