0, 1682518211658, 0, 0, 780, 0, 730, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
1, 1682518211658, 0, 0, 570, 0, 1188, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
2, 1682518211658, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
3, 1682518211658, 0, 0, 1293, 0, 685, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
3, 1682518211669, 0, 0, 1293, 0, 685, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
0, 1682518211680, 0, 0, 780, 0, 730, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
1, 1682518211680, 0, 0, 570, 0, 1188, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
2, 1682518211680, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
3, 1682518211680, 0, 0, 1293, 0, 685, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
3, 1682518211691, 0, 0, 1293, 0, 685, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
0, 1682518211702, 0, 0, 780, 0, 730, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
1, 1682518211702, 0, 0, 570, 0, 1188, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
2, 1682518211702, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
3, 1682518211702, 0, 0, 1293, 0, 685, 0, 0, 0, 0, 0, 0, 0, 0, 1,0, 0
0, 1682518211713, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 0, 0, 1, 1,0, 0
1, 1682518211713, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 0, 0, 1, 1,0, 0
2, 1682518211713, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 1, 1,0, 0
3, 1682518211713, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 0, 0, 1, 1,0, 0
0, 1682518211724, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 0, 0, 1, 1,0, 0
1, 1682518211724, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 0, 0, 1, 1,0, 0
2, 1682518211724, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 1, 1,0, 0
3, 1682518211724, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 0, 0, 1, 1,0, 0
0, 1682518211735, 0, 0, 780, 780, 730, 730, 0, 0, 0, 0, 0, 0, 1, 1,0, 0
1, 1682518211735, 0, 0, 570, 570, 1188, 1188, 0, 0, 0, 0, 0, 0, 1, 1,0, 0
2, 1682518211735, 0, 0, 1320, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 1, 1,0, 0
3, 1682518211735, 0, 0, 1293, 1293, 685, 685, 0, 0, 0, 0, 0, 0, 1, 1,0, 0
