0, 1681826461080, 0, 0, 780, 0, 730, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
1, 1681826461080, 0, 0, 570, 0, 1188, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
2, 1681826461080, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
0, 1681826461087, 0, 0, 780, 0, 730, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
1, 1681826461087, 0, 0, 570, 0, 1188, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
2, 1681826461087, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
2, 1681826461093, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
0, 1681826461099, 0, 0, 780, 0, 730, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
1, 1681826461099, 0, 0, 570, 0, 1188, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
2, 1681826461099, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
0, 1681826461110, 0, 0, 780, 0, 730, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
1, 1681826461110, 0, 0, 570, 0, 1188, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
2, 1681826461110, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
3, 1681826461116, 0, 0, 1455, 0, 1317, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
0, 1681826461116, 0, 0, 780, 0, 730, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
1, 1681826461116, 0, 0, 570, 0, 1188, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
2, 1681826461116, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
0, 1681826461120, 0, 0, 780, 0, 730, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
1, 1681826461120, 0, 0, 570, 0, 1188, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
2, 1681826461120, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
0, 1681826461126, 0, 0, 780, 0, 730, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
1, 1681826461126, 0, 0, 570, 0, 1188, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
2, 1681826461126, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 0
0, 1681826461132, 0, 0, 780, 0, 730, 0, 0, 0, 6.9107e-310, 0, 0, 0, 1
1, 1681826461132, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 1
2, 1681826461132, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 1
0, 1681826461138, 0, 0, 780, 0, 730, 0, 0, 0, 6.9107e-310, 0, 0, 0, 1
1, 1681826461138, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 1
2, 1681826461138, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 1
0, 1681826461144, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 1
1, 1681826461144, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 1
2, 1681826461144, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 1
0, 1681826461150, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 2
1, 1681826461150, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 3
2, 1681826461150, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 3
0, 1681826461156, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 8
1, 1681826461156, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 9
2, 1681826461156, 0, 0, 1320, 0, 1000, 0, 0, 0, 6.9107e-310, 0, 0, 0, 9
0, 1681826461162, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461162, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461162, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461167, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461167, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461167, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461173, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461173, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461173, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461179, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461179, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461179, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461185, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461185, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461185, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461191, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461191, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461191, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461197, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461197, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461197, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461203, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461203, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461203, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461209, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461209, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461209, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461215, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461215, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461215, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461221, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461221, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461221, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461227, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461227, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461227, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
3, 1681826461231, 0, 0, 1455, 1455, 1317, 1317, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461231, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461231, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461231, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461237, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461237, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461237, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461243, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461243, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461243, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461249, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461249, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461249, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461255, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461255, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461255, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461265, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461265, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461265, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461271, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461271, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461271, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
3, 1681826461277, 0, 0, 1455, 1455, 1317, 1317, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461277, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461277, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461277, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
3, 1681826461277, 0, 0, 1455, 1455, 1317, 1317, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461277, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461277, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461277, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461283, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461283, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461283, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461289, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461289, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461289, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461295, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 10
1, 1681826461295, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 10
2, 1681826461295, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 10
0, 1681826461301, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 13
1, 1681826461301, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 14
2, 1681826461301, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 14
0, 1681826461307, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 19
1, 1681826461307, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 20
2, 1681826461307, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 20
0, 1681826461313, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 25
1, 1681826461313, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 26
2, 1681826461313, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 26
0, 1681826461319, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 31
1, 1681826461319, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 32
2, 1681826461319, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 32
0, 1681826461324, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 37
1, 1681826461324, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 37
2, 1681826461324, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 37
0, 1681826461330, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 42
1, 1681826461330, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 43
2, 1681826461330, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 43
0, 1681826461336, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 48
1, 1681826461336, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 49
2, 1681826461336, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 49
0, 1681826461342, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 54
1, 1681826461342, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 55
2, 1681826461342, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 55
0, 1681826461348, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 60
1, 1681826461348, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 61
2, 1681826461348, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 61
0, 1681826461354, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 66
1, 1681826461354, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 67
2, 1681826461354, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 67
0, 1681826461360, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 72
1, 1681826461360, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 73
2, 1681826461360, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 73
0, 1681826461366, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 78
1, 1681826461366, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 79
2, 1681826461366, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 79
0, 1681826461373, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 84
1, 1681826461373, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 86
2, 1681826461373, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 86
0, 1681826461379, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 91
1, 1681826461379, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 92
2, 1681826461379, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 92
0, 1681826461385, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 93
1, 1681826461385, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 93
2, 1681826461385, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 93
0, 1681826461391, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 93
1, 1681826461391, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 93
2, 1681826461391, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 93
0, 1681826461397, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 93
1, 1681826461397, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 93
2, 1681826461397, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 93
0, 1681826461403, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 93
1, 1681826461403, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 93
2, 1681826461403, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 93
0, 1681826461409, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 93
1, 1681826461409, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 93
2, 1681826461409, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 93
0, 1681826461415, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 93
1, 1681826461415, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 93
2, 1681826461415, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 93
0, 1681826461418, 0, 0, 780, 780, 730, 730, 0, 0, 6.9107e-310, 0, 0, 0, 93
1, 1681826461418, 0, 0, 570, 570, 1188, 1188, 0, 0, 6.9107e-310, 0, 0, 0, 93
2, 1681826461418, 0, 0, 1320, 1320, 1000, 1000, 0, 0, 6.9107e-310, 0, 0, 0, 93
